goodreads_book_id,tag_id,count
93,26735,26
93,11643,26
93,27199,24
93,7852,24
93,6837,24
93,4021,24
93,6834,22
93,27535,21
93,11497,20
93,10210,20
93,6597,20
93,12296,20
93,11644,20
93,32586,19
93,13116,19
93,22344,19
93,6871,19
93,3379,18
93,4949,18
93,30635,18
249,30574,449
249,11743,271
249,7457,226
249,11557,118
249,22743,68
249,22753,68
249,7404,53
249,31505,53
249,18326,50
249,2313,47
249,5207,46
249,18367,42
249,17213,41
249,10817,38
249,20299,38
249,20849,36
249,22034,34
249,2277,34
249,18045,33
249,10197,33
249,9477,32
249,1659,31
249,7478,30
249,18292,29
249,11590,27
249,261,27
249,19733,26
249,254,25
249,20294,25
249,26138,24
249,21689,24
249,10835,24
249,12948,23
249,923,23
249,7423,23
249,240,23
249,248,23
249,20731,23
249,30976,23
249,21989,21
249,8055,21
249,30463,21
249,8717,20
249,9221,20
249,10210,19
249,9484,19
249,30635,19
249,14064,18
249,10932,18
249,236,18
249,3611,18
249,5051,18
249,2098,18
249,30521,17
249,2294,17
249,12869,17
249,3885,17
249,21111,16
249,20291,16
249,10644,15
249,5090,15
249,272,15
249,1416,15
249,8346,15
249,2335,14
249,19524,14
249,9638,14
249,14752,14
249,23026,14
249,28805,14
249,14267,14
249,20774,13
249,27556,13
249,14764,13
249,2271,13
249,20279,13
249,11834,13
249,28740,13
249,3069,13
249,9886,12
249,25506,12
249,11978,12
249,22376,12
249,31557,12
249,6122,12
249,23349,12
249,22733,12
249,18606,12
249,210,12
249,3886,12
249,2104,11
249,30672,11
249,400,11
249,29316,11
249,21374,11
249,8344,11
249,8104,11
249,27535,10
249,31656,10
249,20282,10
250,30574,1592
250,11743,363
250,8717,236
250,7457,150
250,11557,128
250,18367,82
250,22743,67
250,240,64
250,236,52
250,5207,43
250,2277,41
250,22034,39
250,7404,34
250,14267,33
250,2313,32
250,261,31
250,22753,30
250,18045,30
250,251,29
250,10825,26
250,21989,25
250,3885,20
250,10835,20
250,30521,19
250,31656,18
250,17213,17
250,9221,16
250,21437,16
250,272,16
250,2312,14
250,248,14
250,11590,13
250,18326,13
250,10817,13
250,20849,12
250,923,12
250,20282,12
250,8055,11
250,10210,11
250,10197,10
250,21111,10
250,12948,10
250,18292,10
250,21689,10
250,1416,10
250,2335,9
250,32586,9
250,254,9
250,27387,9
250,22689,8
250,22111,8
250,20302,8
250,933,8
250,10644,7
250,26138,7
250,14064,7
250,2294,7
250,30672,7
250,10093,7
250,7423,7
250,7478,7
250,1659,7
250,24447,7
250,31505,7
250,27368,7
250,20774,6
250,9886,6
250,2271,6
250,20279,6
250,1642,6
250,400,6
250,4605,6
250,20731,6
250,19742,6
250,21374,6
250,22009,6
250,20086,6
250,3883,6
250,15169,5
250,3392,5
250,5090,5
250,14764,5
250,18318,5
250,20288,5
250,267,5
250,22944,5
250,7654,5
250,31557,5
250,6122,5
250,21438,5
250,31528,5
250,20125,5
250,7417,5
250,10658,5
250,11753,5
250,18606,5
250,2287,5
250,20781,4
250,27556,4
250,29316,4
264,7457,2632
264,11743,1053
264,11557,420
264,7404,391
264,22743,256
264,5207,243
264,18367,226
264,509,175
264,240,137
264,2277,132
264,22034,131
264,2313,118
264,14487,116
264,7423,98
264,236,97
264,26138,93
264,7478,88
264,9221,83
264,2312,82
264,22753,80
264,17213,69
264,30521,66
264,21989,59
264,4949,59
264,7417,59
264,14266,59
264,31859,58
264,30635,57
264,251,55
264,18045,51
264,18326,50
264,10644,45
264,30574,44
264,14467,44
264,20849,43
264,3392,39
264,1416,39
264,10210,38
264,5751,37
264,10197,37
264,11590,35
264,32586,34
264,20811,34
264,1659,33
264,20774,31
264,10641,31
264,7422,31
264,22689,29
264,248,28
264,1642,27
264,10658,27
264,371,27
264,21815,26
264,3371,25
264,14764,25
264,31656,25
264,261,25
264,31505,25
264,3389,24
264,30672,24
264,254,24
264,15924,24
264,26735,22
264,18292,22
264,9484,22
264,5776,22
264,7668,21
264,2287,21
264,15169,20
264,18318,20
264,10093,20
264,9477,20
264,22733,20
264,23229,20
264,2271,19
264,272,19
264,30768,19
264,10932,18
264,22816,18
264,29716,18
264,2104,17
264,14064,17
264,12948,17
264,31557,17
264,16056,17
264,25433,17
264,23233,17
264,20731,16
264,522,16
264,7427,16
264,29325,16
264,30573,15
264,5444,15
264,30766,15
264,7451,15
264,32315,15
264,21597,15
264,22352,14
264,518,14
264,521,13
295,30574,108955
295,8717,16226
295,7457,8727
295,11743,3299
295,1691,1887
295,7404,1655
295,11557,1164
295,22743,929
295,5207,847
295,33114,769
295,14487,724
295,6953,632
295,17213,597
295,18367,512
295,6857,494
295,23679,481
295,11305,412
295,6888,304
295,22034,304
295,22753,298
295,9221,282
295,240,279
295,7423,257
295,14467,256
295,6828,250
295,509,241
295,6895,217
295,10210,199
295,10197,188
295,32989,187
295,236,186
295,17124,176
295,3389,175
295,20849,173
295,26735,170
295,20774,166
295,18045,157
295,3392,155
295,5751,153
295,7478,151
295,10644,144
295,21989,133
295,20811,131
295,1542,129
295,7417,118
295,15169,111
295,6960,110
295,3371,110
295,4949,109
295,251,108
295,11590,103
295,30521,102
295,5776,101
295,5090,94
295,6920,93
295,10094,92
295,30635,91
295,10093,86
295,22689,83
295,3358,83
295,7422,83
295,6914,80
295,24960,78
295,12948,78
295,10658,76
295,16799,75
295,19974,73
295,6829,73
295,17217,73
295,26027,72
295,17129,71
295,25114,70
295,6838,68
295,3379,68
295,31859,65
295,254,62
295,14764,61
295,33165,57
295,6905,57
295,29716,57
295,4021,56
295,26944,56
295,14552,54
295,248,54
295,21209,53
295,3377,52
295,12315,52
295,1540,52
295,6977,51
295,18326,50
295,6847,50
295,7451,50
295,6969,49
295,6976,48
295,26740,48
295,31430,48
295,1711,48
295,30573,47
295,10641,47
295,30358,47
304,7457,830
304,8717,571
304,11743,349
304,30574,323
304,7404,122
304,11557,114
304,509,112
304,31859,90
304,240,86
304,22743,71
304,5751,71
304,18367,63
304,14487,56
304,5207,53
304,5776,50
304,17213,47
304,22034,46
304,26138,45
304,236,43
304,10641,38
304,251,37
304,13060,33
304,16383,32
304,7423,30
304,10658,28
304,9221,25
304,261,24
304,22753,21
304,30635,21
304,7478,20
304,5746,20
304,10644,19
304,14467,19
304,248,19
304,18045,18
304,32586,18
304,21989,17
304,272,17
304,5775,17
304,10210,16
304,18326,15
304,10093,15
304,7422,15
304,32724,15
304,31864,15
304,11590,14
304,30521,14
304,20849,13
304,371,13
304,10197,12
304,26735,12
304,254,12
304,7417,12
304,16680,12
304,23233,12
304,31863,12
304,3392,10
304,1642,10
304,11643,10
304,1659,10
304,13759,10
304,522,10
304,384,10
304,10428,10
304,3389,9
304,30672,9
304,29316,9
304,25647,9
304,521,9
304,31868,9
304,31869,9
304,5747,8
304,23229,8
304,7427,8
304,21597,8
304,31862,8
304,1416,7
304,31505,7
304,11834,7
304,31430,7
304,10657,7
304,518,7
304,20774,6
304,3371,6
304,25151,6
304,12948,6
304,17217,6
304,10094,6
304,32686,6
304,20811,6
304,11644,6
304,506,6
304,29716,6
304,22696,6
304,13479,6
304,512,6
304,19524,5
304,23349,5
304,22733,5
304,10091,5
320,7457,5578
320,30574,4805
320,22743,1207
320,18367,1174
320,7404,920
320,22034,897
320,5207,893
320,11590,581
320,17639,519
320,21989,510
320,28261,455
320,22753,441
320,4949,417
320,30521,391
320,8717,386
320,240,380
320,1416,376
320,18896,364
320,17640,348
320,11557,318
320,18326,318
320,9221,263
320,11743,262
320,18045,251
320,20849,235
320,7686,231
320,923,218
320,236,217
320,33777,215
320,9477,215
320,28189,213
320,17645,201
320,1659,188
320,2104,187
320,7478,186
320,20774,185
320,21662,181
320,1642,176
320,8055,175
320,31133,174
320,21656,168
320,18318,166
320,32586,160
320,26256,159
320,9484,154
320,30672,153
320,14467,153
320,11505,150
320,30573,149
320,10862,148
320,15169,144
320,12948,141
320,21374,140
320,28269,139
320,251,135
320,11570,134
320,12767,134
320,7423,132
320,30635,131
320,8067,128
320,20731,126
320,12869,124
320,8346,123
320,26735,122
320,9638,122
320,26138,114
320,27535,112
320,22689,111
320,18292,108
320,17213,107
320,28190,107
320,9886,106
320,31140,105
320,32799,104
320,22330,103
320,3389,102
320,5051,101
320,11574,98
320,30860,98
320,7687,94
320,26251,90
320,19313,89
320,5090,87
320,7417,87
320,18919,86
320,11221,80
320,450,80
320,3392,79
320,11834,79
320,22456,79
320,17638,77
320,254,76
320,14064,75
320,10197,74
320,26246,73
320,12868,73
320,21915,73
320,22449,73
320,30590,72
320,14764,71
350,26837,4665
350,30574,4020
350,26771,3641
350,8717,3012
350,11743,2069
350,11557,1291
350,7457,914
350,26894,846
350,26785,480
350,22743,445
350,11305,424
350,27398,397
350,7404,264
350,26897,207
350,9221,178
350,5207,162
350,26842,154
350,22034,144
350,23471,136
350,28300,135
350,3389,132
350,11370,130
350,240,125
350,26816,125
350,18045,121
350,25647,118
350,1416,113
350,236,105
350,30521,104
350,14983,104
350,14209,101
350,18367,87
350,17213,86
350,26774,82
350,22753,79
350,2277,79
350,14988,79
350,4949,75
350,15006,75
350,21989,74
350,27403,74
350,3392,72
350,1642,70
350,3371,67
350,10197,67
350,2056,66
350,251,63
350,32586,60
350,27412,58
350,26004,58
350,31505,56
350,26838,56
350,11590,54
350,11376,52
350,20849,50
350,30672,49
350,14995,49
350,26884,48
350,7433,47
350,9477,46
350,10210,44
350,923,43
350,3358,43
350,24960,42
350,10644,41
350,5090,40
350,30573,40
350,26020,39
350,450,38
350,2104,36
350,27535,36
350,9484,36
350,11287,36
350,30800,35
350,26808,35
350,10059,35
350,9638,34
350,19335,34
350,11497,33
350,261,33
350,27401,33
350,20774,32
350,1659,32
350,248,32
350,22689,31
350,10064,31
350,15169,30
350,25506,30
350,12869,30
350,3379,29
350,254,29
350,19524,29
350,2313,28
350,3377,28
350,7423,27
350,22330,27
350,12868,27
350,11505,26
350,15005,26
350,7435,26
656,30574,271642
656,8717,24598
656,7457,7569
656,11743,3173
656,11557,1783
656,14487,1366
656,7404,1214
656,26374,993
656,18367,811
656,22743,775
656,26384,767
656,26371,656
656,5207,603
656,32130,470
656,17213,402
656,14552,400
656,14467,380
656,22034,364
656,26382,328
656,30521,313
656,7478,307
656,509,288
656,22753,271
656,240,243
656,7423,223
656,21989,194
656,30635,194
656,9221,180
656,18045,170
656,26138,163
656,11590,157
656,236,154
656,26256,139
656,31505,139
656,10197,138
656,23471,135
656,20811,134
656,20849,131
656,32586,129
656,10210,129
656,7417,121
656,1416,115
656,22330,113
656,18326,108
656,20774,99
656,251,98
656,26379,97
656,30672,91
656,3392,86
656,20731,86
656,17918,81
656,15169,79
656,1642,79
656,30919,78
656,3389,77
656,31133,76
656,10729,76
656,4949,74
656,10094,72
656,26251,71
656,7422,67
656,22689,66
656,9477,65
656,4021,65
656,9886,63
656,26246,62
656,18318,62
656,1659,61
656,3371,59
656,5090,58
656,3358,58
656,31140,58
656,29716,58
656,10932,57
656,23931,56
656,21374,55
656,22733,55
656,12948,54
656,11765,54
656,12869,53
656,5444,52
656,11834,52
656,18292,51
656,10644,50
656,30573,50
656,26257,50
656,9638,50
656,7451,50
656,371,49
656,4037,49
656,254,48
656,29316,48
656,26392,48
656,13207,47
656,17217,47
656,24960,46
656,10093,46
656,2104,45
656,14764,45
656,9484,44
662,30574,12653
662,11743,4365
662,7457,3165
662,11557,2290
662,23471,1698
662,22743,626
662,7404,570
662,18367,522
662,23931,421
662,5207,412
662,26837,326
662,10059,295
662,22034,289
662,8717,273
662,10064,256
662,1416,251
662,10245,198
662,22753,182
662,3704,180
662,23909,174
662,9221,173
662,22159,149
662,26771,146
662,17213,135
662,3389,132
662,21989,131
662,12948,116
662,5951,114
662,6235,111
662,3371,110
662,20849,106
662,2277,105
662,31505,103
662,3392,102
662,7478,102
662,3358,98
662,4949,98
662,27535,96
662,2104,95
662,32586,95
662,11590,93
662,1642,93
662,9477,92
662,18326,90
662,7423,87
662,20774,84
662,1659,80
662,30672,79
662,8055,75
662,923,73
662,12869,71
662,21374,71
662,2313,70
662,18318,70
662,30635,70
662,20282,69
662,22330,68
662,11305,64
662,10197,64
662,9484,64
662,22689,60
662,8346,59
662,11497,58
662,20731,58
662,15169,57
662,12868,57
662,11505,56
662,23465,56
662,7417,55
662,22545,54
662,9638,54
662,26138,52
662,3379,50
662,28014,49
662,9886,48
662,20939,45
662,5090,44
662,24960,43
662,21689,43
662,20279,42
662,10210,42
662,24883,42
662,25506,41
662,10644,40
662,7422,40
662,14064,39
662,11834,39
662,20288,38
662,8344,38
662,9949,38
662,14487,37
662,3377,37
662,26816,37
662,23466,36
662,11798,36
662,2312,35
662,19524,34
662,18292,34
662,12940,34
662,23349,34
667,30574,7047
667,11743,1934
667,11557,922
667,23471,723
667,10059,679
667,10064,675
667,26837,517
667,7457,439
667,8717,424
667,26771,380
667,22743,317
667,7404,279
667,26735,252
667,18367,240
667,5207,237
667,17213,153
667,25114,140
667,23931,134
667,22034,124
667,3704,113
667,11305,104
667,12315,86
667,26740,83
667,22753,79
667,1642,77
667,23909,77
667,9221,75
667,14370,73
667,18045,71
667,10197,70
667,10210,65
667,7423,62
667,26894,61
667,20811,61
667,20849,60
667,21989,59
667,33114,57
667,1659,57
667,2277,54
667,22159,54
667,12948,51
667,4949,49
667,923,47
667,3389,45
667,10070,45
667,26785,44
667,30521,42
667,10081,42
667,24960,41
667,22025,41
667,10067,40
667,676,38
667,28300,37
667,3371,36
667,26754,36
667,27398,36
667,24883,36
667,15169,35
667,3392,35
667,2104,34
667,18326,34
667,31668,34
667,28014,33
667,27669,32
667,26752,32
667,18318,31
667,25191,31
667,24051,31
667,25761,30
667,10069,30
667,20774,29
667,2313,29
667,10094,29
667,7417,29
667,25152,28
667,10093,28
667,5090,27
667,26138,27
667,11643,27
667,23465,27
667,22689,26
667,26897,26
667,9597,26
667,17217,25
667,3379,25
667,7422,25
667,26374,25
667,24444,25
667,10644,24
667,25151,24
667,27535,24
667,20279,24
667,32586,24
667,11505,23
667,8055,23
667,2312,23
667,9598,23
667,18034,23
667,25822,22
667,11644,22
668,30574,529
668,7457,291
668,23471,231
668,22743,107
668,18367,87
668,14487,86
668,5207,64
668,3704,59
668,7404,54
668,26371,45
668,23931,44
668,22034,40
668,23909,37
668,9221,36
668,22753,34
668,14467,31
668,22159,31
668,24883,29
668,18045,28
668,26374,28
668,14552,27
668,11743,24
668,21989,24
668,10059,24
668,8717,23
668,10064,23
668,2277,21
668,7884,21
668,923,18
668,26837,16
668,12948,15
668,20849,14
668,30521,14
668,3703,14
668,11505,13
668,18326,13
668,11590,12
668,22689,12
668,3358,12
668,21689,12
668,12940,12
668,15169,11
668,1642,11
668,32586,11
668,1659,11
668,4949,11
668,17213,10
668,420,10
668,20774,9
668,26138,9
668,10197,9
668,8055,9
668,5444,9
668,9886,9
668,18318,9
668,10210,9
668,7423,9
668,18034,9
668,27535,8
668,2313,8
668,31557,8
668,11798,8
668,2104,7
668,10644,7
668,20282,7
668,25506,7
668,26384,7
668,24960,6
668,3389,6
668,11643,6
668,10094,6
668,18292,6
668,22330,6
668,32130,6
668,23465,6
668,25106,6
668,10245,6
668,30768,6
668,18036,6
668,28229,6
668,18035,6
668,15500,6
668,31524,6
668,24884,6
668,11557,5
668,11497,5
668,5090,5
668,3371,5
668,31656,5
668,30672,5
668,10093,5
668,31505,5
668,14370,5
668,3611,5
668,23466,5
668,30339,5
668,27563,5
668,6235,5
668,26211,5
668,23914,5
890,7457,19214
890,30574,12443
890,11743,9439
890,11557,5732
890,7404,3446
890,26735,2042
890,18367,1688
890,14487,1433
890,5207,1205
890,22743,1113
890,25114,930
890,22034,790
890,2277,679
890,2313,677
890,7563,657
890,14370,644
890,12315,624
890,26740,607
890,11590,543
890,7423,512
890,240,482
890,1642,481
890,14467,460
890,30521,425
890,22753,406
890,1659,366
890,21989,355
890,923,340
890,33114,339
890,18326,324
890,20282,316
890,2312,310
890,25191,296
890,26754,296
890,12948,293
890,7417,290
890,9886,289
890,18045,286
890,24960,277
890,236,260
890,7478,256
890,10644,253
890,16563,248
890,7422,243
890,8717,237
890,25438,227
890,3885,221
890,26752,215
890,28623,215
890,9221,208
890,20774,208
890,26256,198
890,12600,193
890,18318,193
890,251,193
890,22025,191
890,20849,186
890,25761,183
890,30573,182
890,29716,178
890,4949,162
890,5090,161
890,31656,159
890,17213,156
890,30635,155
890,25167,150
890,25171,150
890,15169,149
890,2287,149
890,11505,148
890,420,146
890,31103,143
890,25152,141
890,25151,136
890,32586,136
890,25150,135
890,2104,126
890,5153,126
890,6131,125
890,3389,118
890,3392,118
890,18292,117
890,26251,116
890,22689,114
890,2271,114
890,10197,111
890,5481,110
890,22027,108
890,7472,106
890,11497,105
890,25765,101
890,6828,100
890,21656,100
890,2335,99
890,1078,99
890,254,99
890,30860,99
890,32989,98
890,25011,98
890,30590,96
1078,30574,1413
1078,7009,694
1078,4949,421
1078,18367,349
1078,22743,295
1078,24609,294
1078,5207,287
1078,3216,252
1078,22034,206
1078,24624,195
1078,26735,151
1078,8717,137
1078,1659,123
1078,7423,118
1078,21989,113
1078,3389,112
1078,7563,104
1078,3371,102
1078,1642,97
1078,22753,96
1078,27199,93
1078,18045,90
1078,3392,88
1078,3218,85
1078,9221,83
1078,5051,74
1078,24632,74
1078,2313,73
1078,22456,73
1078,923,70
1078,22449,70
1078,25114,69
1078,21662,69
1078,30521,67
1078,2277,65
1078,12948,61
1078,21656,61
1078,17213,60
1078,11221,58
1078,7417,58
1078,23189,58
1078,4985,55
1078,2104,54
1078,8656,53
1078,20849,51
1078,7016,51
1078,24639,51
1078,26740,50
1078,11505,49
1078,22689,48
1078,12315,48
1078,7422,48
1078,24642,48
1078,15169,47
1078,11743,45
1078,30573,45
1078,22451,45
1078,24615,45
1078,27535,44
1078,7478,44
1078,11590,43
1078,22465,43
1078,3358,42
1078,3379,41
1078,20282,41
1078,4959,40
1078,18318,39
1078,3377,39
1078,9886,36
1078,24960,35
1078,21660,35
1078,32686,35
1078,3677,35
1078,11497,34
1078,1416,33
1078,20824,32
1078,8683,32
1078,33114,31
1078,30672,31
1078,25191,31
1078,11780,31
1078,11644,31
1078,11557,30
1078,2312,30
1078,11643,30
1078,10644,29
1078,5481,29
1078,11765,29
1078,20774,28
1078,32586,28
1078,420,27
1078,11978,26
1078,3231,26
1078,7023,26
1078,10155,26
1078,25011,25
1078,30635,24
1078,3232,24
1078,206,24
1078,24626,23
1362,30574,4449
1362,14552,1900
1362,7457,911
1362,21689,514
1362,8717,394
1362,11557,184
1362,2435,165
1362,21773,160
1362,13646,109
1362,5207,93
1362,7404,93
1362,2424,79
1362,9221,77
1362,13643,77
1362,2429,75
1362,14467,71
1362,7438,67
1362,18367,64
1362,22743,58
1362,21024,50
1362,2732,47
1362,23471,45
1362,26735,40
1362,20849,39
1362,22753,38
1362,14561,38
1362,30521,37
1362,18045,35
1362,13613,34
1362,14445,34
1362,11743,32
1362,7668,31
1362,32586,30
1362,25562,30
1362,7448,30
1362,2448,27
1362,7446,27
1362,2425,27
1362,32130,25
1362,13654,25
1362,13652,25
1362,7423,22
1362,31155,22
1362,30755,22
1362,2438,22
1362,20774,21
1362,14487,21
1362,31133,20
1362,23931,20
1362,32796,20
1362,13642,20
1362,30693,19
1362,13661,19
1362,17213,18
1362,2431,18
1362,11590,17
1362,14764,16
1362,31505,16
1362,14544,16
1362,2705,16
1362,10342,16
1362,7478,15
1362,1416,15
1362,14622,15
1362,7440,15
1362,15169,14
1362,22330,14
1362,10937,14
1362,22689,13
1362,25114,13
1362,30635,13
1362,23040,13
1362,3069,13
1362,32355,13
1362,2449,13
1362,7443,13
1362,10932,12
1362,12315,12
1362,29716,12
1362,18172,12
1362,14545,12
1362,10197,11
1362,31140,11
1362,23349,11
1362,14572,11
1362,23229,11
1362,7459,11
1362,24960,10
1362,1642,10
1362,21712,10
1362,15424,10
1362,13649,10
1362,13659,10
1362,7449,10
1362,14305,10
1362,5090,9
1362,5444,9
1362,14585,9
1362,14456,9
1362,23307,9
1371,30574,135881
1371,7457,8814
1371,8717,6251
1371,23831,2823
1371,11743,2132
1371,11557,1480
1371,7404,1327
1371,21024,1274
1371,22743,902
1371,18367,857
1371,5207,705
1371,14552,559
1371,11305,546
1371,26735,461
1371,14487,442
1371,13646,370
1371,10729,356
1371,32130,304
1371,22753,295
1371,14467,274
1371,17213,267
1371,9221,264
1371,7423,262
1371,1691,213
1371,13643,196
1371,2424,194
1371,7438,189
1371,25114,186
1371,18045,179
1371,30521,157
1371,20849,153
1371,26256,143
1371,12315,143
1371,2429,143
1371,7478,138
1371,10740,137
1371,7668,130
1371,10743,122
1371,11590,121
1371,26740,118
1371,20774,116
1371,13656,111
1371,2732,104
1371,14776,103
1371,14370,101
1371,15169,97
1371,22034,97
1371,7422,97
1371,13654,96
1371,7446,92
1371,1642,89
1371,2435,84
1371,26251,81
1371,2438,81
1371,10197,79
1371,10210,79
1371,22689,78
1371,23471,78
1371,31505,78
1371,7417,75
1371,31133,74
1371,30635,74
1371,29716,74
1371,22330,73
1371,21011,71
1371,24960,70
1371,26754,69
1371,1416,68
1371,26246,65
1371,3389,63
1371,32586,63
1371,5090,62
1371,13613,62
1371,7448,62
1371,25761,61
1371,2431,61
1371,2425,60
1371,25191,59
1371,31140,58
1371,30573,57
1371,14764,57
1371,21689,56
1371,1659,54
1371,18292,51
1371,23349,51
1371,5444,49
1371,26257,49
1371,13207,48
1371,18318,48
1371,26752,47
1371,3371,46
1371,20731,46
1371,9886,45
1371,12948,45
1371,3392,44
1371,29316,43
1371,7390,41
1371,22545,40
1371,17217,40
1371,30860,40
1375,7457,1055
1375,11743,281
1375,23831,247
1375,11557,193
1375,7404,192
1375,22743,158
1375,21024,144
1375,5207,116
1375,18367,113
1375,11305,91
1375,9221,67
1375,14552,64
1375,14487,56
1375,1691,40
1375,22753,39
1375,26735,39
1375,13646,37
1375,10729,35
1375,14467,31
1375,30521,30
1375,7423,30
1375,20849,29
1375,14370,23
1375,13643,23
1375,25114,21
1375,22034,20
1375,7478,19
1375,18045,18
1375,20774,17
1375,22689,17
1375,12315,17
1375,32130,17
1375,2732,17
1375,5090,16
1375,32586,16
1375,2424,15
1375,30574,14
1375,15169,14
1375,23471,14
1375,3392,13
1375,21689,13
1375,7438,13
1375,2438,13
1375,26740,12
1375,26752,12
1375,7422,12
1375,7417,12
1375,2435,12
